label	chapter	text_content
韓非子	二柄	故子之託於賢以奪其君者也豎刁易牙因君之欲以侵其君者也其卒子噲以亂死桓公蟲流出戶而不葬此其故何也人君以情借臣之患也人臣之情非必能愛其君也為重利之故也今人主不掩其情不匿其端而使人臣有緣以侵其主則群臣為子之田常不難矣故曰去好去惡群臣見素群臣見素則大君不蔽矣
韓非子	揚權	天有大命人有大命夫香美脆味厚酒肥肉甘口而病形曼理皓齒說情而捐精故去甚去泰身乃無害權不欲見素無為也事在四方要在中央聖人執要四方來效虛而待之彼自以之四海既藏道陰見陽左右既立開門而當勿變勿易與二俱行行之不已是謂履理也夫物者有所宜材者有所施各處其宜故上下無為使雞司夜令狸執鼠皆用其能上乃無事上有所長事乃不方矜而好能下之所欺辯惠好生下因其材上下易用國故不治
韓非子	揚權	用一之道以名為首名正物定名倚物徙故聖人執一以靜使名自命令事自定不見其采下故素正因而任之使自事之因而予之彼將自舉之正與處之使皆自定之上以名舉之不知其名復脩其形形名參同用其所生二者誠信下乃貢情謹脩所事待命於天毋失其要乃為聖人聖人之道去智與巧智巧不去難以為常民人用之其身多殃主上用之其國危亡因天之道反形之理督參鞠之終則有始虛以靜後未嘗用己凡上之患必同其端信而勿同萬民一從
韓非子	揚權	夫道者弘大而無形德者覈理而普至至於群生斟酌用之萬物皆盛而不與其寧道者下周於事因稽而命與時生死參名異事通一同情故曰道不同於萬物德不同於陰陽衡不同於輕重繩不同於出入和不同於燥溼君不同於群臣凡此六者道之出也道無雙故曰一是故明君貴獨道之容君臣不同道下以名禱君操其名臣效其形形名參同上下和調也
韓非子	揚權	凡聽之道以其所出反以為之入故審名以定位明分以辯類聽言之道溶若甚醉脣乎齒乎吾不為始乎齒乎脣乎愈惛惛乎彼自離之吾因以知之是非輻湊上不與構虛靜無為道之情也參伍比物事之形也參之以比物伍之以合虛根幹不革則動泄不失矣動之溶之無為而改之喜之則多事惡之則生怨故去喜去惡虛心以為道舍上不與共之民乃寵之上不與義之使獨為之上固閉內扃從室視庭參咫尺已具皆之其處以賞者賞以刑者刑因其所為各以自成善惡必及孰敢不信規矩既設三隅乃列
韓非子	揚權	主上不神下將有因其事不當下考其常若天若地是謂累解若地若天孰疏孰親能象天地是謂聖人欲治其內置而勿親欲治其外官置一人不使自恣安得移并大臣之門唯恐多人凡治之極下不能得周合刑名民乃守職去此更求是謂大惑猾民愈眾姦邪滿側故曰毋富人而貸焉毋貴人而逼焉毋專信一人而失其都國焉腓大於股難以趣走主失其神虎隨其後主上不知虎將為狗主不蚤止狗益無已虎成其群以弒其母為主而無臣奚國之有主施其法大虎將怯主施其刑大虎自寧法刑狗信虎化為人復反其真
韓非子	揚權	欲為其國必伐其聚不伐其聚彼將聚眾欲為其地必適其賜不適其賜亂人求益彼求我予假仇人斧假之不可彼將用之以伐我黃帝有言曰上下一日百戰下匿其私用試其上上操度量以割其下故度量之立主之寶也黨與之具臣之寶也臣之所不弒其君者黨與不具也故上失扶寸下得尋常有國之君不大其都有道之臣不貴其家有道之君不貴其臣貴之富之備將代之備危恐殆急置太子禍乃無從起內索出圉必身自執其度量厚者虧之薄者靡之虧靡有量毋使民比周同欺其上虧之若月靡之若熱簡令謹誅必盡其罰
韓非子	揚權	毋弛而弓一棲兩雄一棲兩雄其鬬豺狼在牢其羊不繁一家二貴事乃無功夫妻持政子無適從為人君者數披其木毋使木枝扶疏木枝扶疏將塞公閭私門將實公庭將虛主將壅圍數披其木無使木枝外拒木枝外拒將逼主處數披其木毋使枝大本小枝大本小將不勝春風不勝春風枝將害心公子既眾宗室憂吟止之之道數披其木毋使枝茂木數披黨與乃離掘其根本木乃不神填其洶淵毋使水清探其懷奪之威主上用之若電若雷
韓非子	八姦	凡人臣之所道成姦者有八術一曰在同床何謂同床曰貴夫人愛孺子便僻好色此人主之所惑也託於燕處之虞乘醉飽之時而求其所欲此必聽之術也為人臣者內事之以金玉使惑其主此之謂同床二曰在旁何謂在旁曰優笑侏儒左右近習此人主未命而唯唯未使而諾諾先意承旨觀貌察色以先主心者也此皆俱進俱退皆應皆對一辭同軌以移主心者也為人臣者內事之以金玉玩好外為之行不法使之化其主此之謂在旁三曰父兄
韓非子	八姦	何謂父兄曰側室公子人主之所親愛也大臣廷吏人主之所與度計也此皆盡力畢議人主之所必聽也為人臣者事公子側室以音聲子女收大臣廷吏以辭言處約言事事成則進爵益祿以勸其心使犯其主此之謂父兄四曰養殃何謂養殃曰人主樂美宮室臺池好飾子女狗馬以娛其心此人主之殃也為人臣者盡民力以美宮室臺池重賦歛以飾子女狗馬以娛其主而亂其心從其所欲而樹私利其間此謂養殃五曰民萌何謂民萌
韓非子	八姦	曰為人臣者散公財以說民人行小惠以取百姓使朝廷市井皆勸譽己以塞其主而成其所欲此之謂民萌六曰流行何謂流行曰人主者固壅其言談希於聽論議易移以辯說為人臣者求諸侯之辯士養國中之能說者使之以語其私為巧文之言流行之辭示之以利勢懼之以患害施屬虛辭以壞其主此之謂流行七曰威強何謂威強曰君人者以群臣百姓為威強者也群臣百姓之所善則君善之非群臣百姓之所善則君不善之
韓非子	八姦	為人臣者聚帶劍之客養必死之士以彰其威明為己者必利不為己者必死以恐其群臣百姓而行其私此之謂威強八曰四方何謂四方曰君人者國小則事大國兵弱則畏強兵大國之所索小國必聽強兵之所加弱兵必服為人臣者重賦歛盡府庫虛其國以事大國而用其威求誘其君甚者舉兵以聚邊境而制歛於內薄者數內大使以震其君使之恐懼此之謂四方凡此八者人臣之所以道成姦世主所以壅劫失其所有也不可不察焉
韓非子	八姦	明君之於內也娛其色而不行其謁不使私請其於左右也使其身必責其言不使益辭其於父兄大臣也聽其言也必使以罰任於後不令妄舉其於觀樂玩好也必令之有所出不使擅進不使擅退群臣虞其意其於德施也縱禁財發墳倉利於民者必出於君不使人臣私其德其於說議也稱譽者所善毀疵者所惡必實其能察其過不使群臣相為語其於勇力之士也軍旅之功無踰賞邑鬥之勇無赦罪不使群臣行私財其於諸侯之求索也法則聽之不法則距之
韓非子	八姦	所謂亡君者非莫有其國也而有之者皆非己有也令臣以外為制於內則是君人者亡也聽大國為救亡也而亡亟於不聽故不聽群臣知不聽則不外諸侯諸侯之不聽則不受之臣誣其君矣
韓非子	八姦	明主之為官職爵祿也所以進賢材勸有功也故曰賢材者處厚祿任大官功大者有尊爵受重賞官賢者量其能賦祿者稱其功是以賢者不誣能以事其主有功者樂進其業故事成功立今則不然不課賢不肖論有功勞用諸侯之重聽左右之謁父兄大臣上請爵祿於上而下賣之以收財利及以樹私黨故財利多者買官以為貴有左右之交者請謁以成重功勞之臣不論官職之遷失謬是以吏偷官而外交棄事而財親是以賢者懈怠而不勸有功者隳而簡其業此亡國之風也
韓非子	十過	十過一曰行小忠則大忠之賊也二曰顧小利則大利之殘也三曰行僻自用無禮諸侯則亡身之至也四曰不務聽治而好五音則窮身之事也五曰貪愎喜利則滅國殺身之本也六曰耽於女樂不顧國政則亡國之禍也七曰離內遠遊而忽於諫士則危身之道也八曰過而不聽於忠臣而獨行其意則滅高名為人笑之始也九曰內不量力外恃諸侯則削國之患也十曰國小無禮不用諫臣則絕世之勢也
韓非子	十過	奚謂小忠昔者楚共王與晉厲公戰於鄢陵楚師敗而共王傷其目酣戰之時司馬子反渴而求飲豎穀陽操觴酒而進之子反曰嘻退酒也穀陽曰非酒也子反受而飲之子反之為人也嗜酒而甘之弗能絕於口而醉戰既罷共王欲復戰令人召司馬子反司馬子反辭以心疾共王駕而自往入其幄中聞酒臭而還曰今日之戰不穀親傷所恃者司馬也而司馬又醉如此是亡楚國之社稷而不恤吾眾也不穀無復戰矣於是還師而去斬司馬子反以為大戮故豎穀陽之進酒不以讎子反也其心忠愛之而適足以殺之故曰行小忠則大忠之賊也
韓非子	十過	奚謂顧小利昔者晉獻公欲假道於虞以伐虢荀息曰君其以垂棘之璧與屈產之乘賂虞公求假道焉必假我道君曰垂棘之璧吾先君之寶也屈產之乘寡人之駿馬也若受吾幣不假之道將奈何荀息曰彼不假我道必不敢受我幣若受我幣而假我道則是寶猶取之內府而藏之外府也馬猶取之內廄而著之外廄也君勿憂君曰諾乃使荀息以垂棘之璧與屈產之乘賂虞公而求假道焉虞公貪利其璧與馬而欲許之
韓非子	十過	宮之奇諫曰不可許夫虞之有虢也如車之有輔輔依車車亦依輔虞虢之勢正是也若假之道則虢朝亡而虞夕從之矣不可願勿許虞公弗聽遂假之道荀息伐虢之還反處三年興兵伐虞又剋之荀息牽馬操璧而報獻公獻公說曰璧則猶是也雖然馬齒亦益長矣故虞公之兵殆而地削者何也愛小利而不慮其害故曰顧小利則大利之殘也
韓非子	十過	奚謂行僻昔者楚靈王為申之會宋太子後至執而囚之狎徐君拘齊慶封中射士諫曰合諸侯不可無禮此存亡之機也昔者桀為有戎之會而有緡叛之紂為黎丘之蒐而戎狄叛之由無禮也君其圖之君不聽遂行其意居未期年靈王南遊群臣從而劫之靈王餓而死乾溪之上故曰行僻自用無禮諸侯則亡身之至也
韓非子	十過	奚謂好音昔者衛靈公將之晉至濮水之上稅車而放馬設舍以宿夜分而聞鼓新聲者而說之使人問左右盡報弗聞乃召師涓而告之曰有鼓新聲者使人問左右盡報弗聞其狀似鬼神子為我聽而寫之師涓曰諾因靜坐撫琴而寫之師涓明日報曰臣得之矣而未習也請復一宿習之靈公曰諾因復留宿明日而習之遂去之晉晉平公觴之於施夷之臺酒酣靈公起公曰有新聲願請以示
韓非子	十過	平公曰善乃召師涓令坐師曠之旁援琴鼓之未終師曠撫止之曰此亡國之聲不可遂也平公曰此道奚出師曠曰此師延之所作與紂為靡靡之樂也及武王伐紂師延東走至於濮水而自投故聞此聲者必於濮水之上先聞此聲者其國必削不可遂平公曰寡人所好者音也子其使遂之師涓鼓究之平公問師曠曰此所謂何聲也師曠曰此所謂清商也公曰清商固最悲乎師曠曰不如清徵
韓非子	十過	公曰清徵可得而聞乎師曠曰不可古之聽清徵者皆有德義之君也今吾君德薄不足以聽平公曰寡人之所好者音也願試聽之師曠不得已援琴而鼓一奏之有玄鶴二八道南方來集於郎門之垝再奏之而列三奏之延頸而鳴舒翼而舞音中宮商之聲聲聞於天平公大說坐者皆喜平公提觴而起為師曠壽反坐而問曰音莫悲於清徵乎師曠曰不如清角平公曰清角可得而聞乎師曠曰不可
韓非子	十過	昔者黃帝合鬼神於泰山之上駕象車而六蛟龍畢方並轄蚩尤居前風伯進掃雨師灑道虎狼在前鬼神在後騰蛇伏地鳳皇覆上大合鬼神作為清角今主君德薄不足聽之聽之將恐有敗平公曰寡人老矣所好者音也願遂聽之師曠不得已而鼓之一奏之有玄雲從西北方起再奏之大風至大雨隨之裂帷幕破俎豆隳廊瓦坐者散走平公恐懼伏於廊室之間晉國大旱赤地三年平公之身遂癃病故曰不務聽治而好五音不已則窮身之事也
韓非子	十過	奚謂貪愎昔者智伯瑤率趙韓魏而伐范中行滅之反歸休兵數年因令人請地於韓韓康子欲勿與段規諫曰不可不與也夫知伯之為人也好利而驁愎彼來請地而弗與則移兵於韓必矣君其與之與之彼狃又將請地他國他國且有不聽不聽則知伯必加之兵如是韓可以免於患而待其事之變康子曰諾因令使者致萬家之縣一於知伯知伯說又令人請地於魏宣子欲勿與趙葭諫曰彼請地於韓韓與之今請地於魏魏弗與則是魏內自強而外怒知伯也
韓非子	十過	如弗予其措兵於魏必矣不如予之宣子諾因令人致萬家之縣一於知伯知伯又令人之趙請蔡皋狼之地趙襄子弗與知伯因陰約韓魏將以伐趙襄子召張孟談而告之曰夫知伯之為人也陽規而陰疏三使韓魏而寡人不與焉其措兵於寡人必矣今吾安居而可張孟談曰夫董閼于簡主之才臣也其治晉陽而尹鐸循之其餘教猶存君其定居晉陽而已矣君曰諾乃召延陵生令將軍車騎先至晉陽君因從之君至而行其城郭及五官之藏城郭不治倉無積粟府無儲錢庫無甲兵邑無守具襄子懼乃召張孟談曰
韓非子	十過	寡人行城郭及五官之藏皆不備具吾將何以應敵張孟談曰臣聞聖人之治藏於臣不藏於府庫務修其教不治城郭君其出令令民自遺三年之食有餘粟者入之倉遺三年之用有餘錢者入之府遺有奇人者使治城郭之繕君夕出令明日倉不容粟府無積錢庫不受甲兵居五日而城郭已治守備已具君召張孟談而問之曰吾城郭已治守備已具錢粟已足甲兵有餘吾奈無箭何張孟談曰臣聞董子之治晉陽也公宮之垣皆以荻蒿楛楚牆之有楛高至於丈君發而用之於是發而試之其堅則雖菌輅之勁弗能過也
韓非子	十過	君曰吾箭已足矣奈無金何張孟談曰臣聞董子之治晉陽也公宮令舍之堂皆以鍊銅為柱質君發而用之於是發而用之有餘金矣號令已定守備已具三國之兵果至至則乘晉陽之城遂戰三月弗能拔因舒軍而圍之決晉陽之水以灌之圍晉陽三年城中巢居而處懸釜而炊財食將盡士大夫羸病襄子謂張孟談曰糧食匱財力盡士大夫羸病吾恐不能守矣欲以城下何國之可下張孟談曰臣聞之亡弗能存危弗能安則無為貴智矣君失此計者臣請試潛行而出見韓魏之君
韓非子	十過	張孟談見韓魏之君曰臣聞脣亡齒寒今知伯率二君而伐趙趙將亡矣趙亡則二君為之次二君曰我知其然也雖然知伯之為人也麤中而少親我謀而覺則其禍必至矣為之奈何張孟談曰謀出二君之口而入臣之耳人莫之知也二君因與張孟談約三軍之反與之期日夜遣孟談入晉陽以報二君之反於襄子襄子迎孟談而再拜之且恐且喜二君以約遣張孟談因朝知伯而出遇智過於轅門之外智過怪其色因入見知伯曰二君貌將有變君曰何如
韓非子	十過	曰其行矜而意高非他時之節也君不如先之君曰吾與二主約謹矣破趙而三分其地寡人所以親之必不侵欺兵之著於晉陽三年今旦暮將拔之而嚮其利何乃將有他心必不然子釋勿憂勿出於口明旦二主又朝而出復見智過於轅門智過入見曰君以臣之言告二主乎君曰何以知之曰今日二主朝而出見臣而其色動而視屬臣此必有變君不如殺之君曰子置勿復言智過曰不可必殺之若不能殺遂親之
韓非子	十過	君曰親之奈何智過曰魏宣子之謀臣曰趙葭韓康子之謀臣曰段規此皆能移其君之計君與其二君約破趙國因封二子者各萬家之縣一如是則二主之心可以無變矣知伯曰破趙而三分其地又封二子者各萬家之縣一則吾所得者少不可智過見其言之不聽也出因更其族為輔氏至於期日之夜趙氏殺其守隄之吏而決其水灌知伯軍知伯軍救水而亂韓魏翼而擊之襄子將卒犯其前大敗知伯之軍而擒知伯知伯身死軍破國分為三為天下笑故曰貪愎好利則滅國殺身之本也
韓非子	十過	奚謂耽於女樂昔者戎王使由余聘於秦穆公問之曰寡人嘗聞道而未得目見之也願聞古之明主得國失國何常以由余對曰臣嘗得聞之矣常以儉得之以奢失之穆公曰寡人不辱而問道於子子以儉對寡人何也由余對曰臣聞昔者堯有天下飯於土簋飲於土鉶其地南至交趾北至幽都東西至日月之所出入者莫不賓服堯禪天下虞舜受之作為食器斬山木而財之削鋸修之跡流漆墨其上輸之於宮以為食器諸侯以為益侈國之不服者十三
韓非子	十過	舜禪天下而傳之於禹禹作為祭器墨染其外而朱畫其內縵帛為茵蔣席頗緣觴酌有采而樽俎有飾此彌侈矣而國之不服者三十三夏后氏沒殷人受之作為大路而建九旒食器雕琢觴酌刻鏤四壁堊墀茵席雕文此彌侈矣而國之不服者五十三君子皆知文章矣而欲服者彌少臣故曰儉其道也由余出公乃召內史廖而告之曰寡人聞鄰國有聖人敵國之憂也今由余聖人也寡人患之吾將奈何內史廖曰臣聞戎王之居僻陋而道遠未聞中國之聲君其遺之女樂以亂其政而後為由余請期以疏其諫彼君臣有間而後可圖也
韓非子	十過	君曰諾乃使史廖以女樂二八遺戎王因為由余請期戎王許諾見其女樂而說之設酒張飲日以聽樂終歲不遷牛馬半死由余歸因諫戎王戎王弗聽由余遂去之秦秦穆公迎而拜之上卿問其兵勢與其地形既以得之舉兵而伐之兼國十二開地千里故曰耽於女樂不顧國政亡國之禍也
韓非子	十過	奚謂離內遠遊昔者田成子遊於海而樂之號令諸大夫曰言歸者死顏涿聚曰君遊海而樂之奈臣有圖國者何君雖樂之將安得田成子曰寡人布令曰言歸者死今子犯寡人之令援戈將擊之顏涿聚曰昔桀殺關龍逢而紂殺王子比干今君雖殺臣之身以三之可也臣言為國非為身也延頸而前曰君擊之矣君乃釋戈趣駕而歸至三日而聞國人有謀不內田成子者矣田成子所以遂有齊國者顏涿聚之力也故曰離內遠遊則危身之道也
韓非子	十過	奚謂過而不聽於忠臣昔者齊桓公九合諸侯一匡天下為五伯長管仲佐之管仲老不能用事休居於家桓公從而問之曰仲父家居有病即不幸而不起此病政安遷之管仲曰臣老矣不可問也雖然臣聞之知臣莫若君知子莫若父君其試以心決之君曰鮑叔牙何如管仲曰不可鮑叔牙為人剛愎而上悍剛則犯民以暴愎則不得民心悍則下不為用其心不懼非霸者之佐也公曰然則豎刁何如管仲曰不可夫人之情莫不愛其身公妒而好內豎刁自獖以為治內其身不愛又安能愛君
韓非子	十過	公曰然則衛公子開方何如管仲曰不可齊衛之間不過十日之行開方為事君欲適君之故十五年不歸見其父母此非人情也其父母之不親也又能親君乎公曰然則易牙何如管仲曰不可夫易牙為君主味君之所未嘗食唯人肉耳易牙蒸其子首而進之君所知也人之情莫不愛其子今蒸其子以為膳於君其子弗愛又安能愛君乎公曰然則孰可管仲曰隰朋可其為人也堅中而廉外少欲而多信
韓非子	十過	夫堅中則足以為表廉外則可以大任少欲則能臨其眾多信則能親鄰國此霸者之佐也君其用之君曰諾居一年餘管仲死君遂不用隰朋而與豎刁刁蒞事三年桓公南遊堂阜豎刁率易牙衛公子開方及大臣為亂桓公渴餒而死南門之寢公守之室身死三月不收蟲出於戶故桓公之兵橫行天下為五伯長卒見弒於其臣而滅高名為天下笑者何也不用管仲之過也故曰過而不聽於忠臣獨行其意則滅其高名為人笑之始也
韓非子	十過	奚謂內不量力昔者秦之攻宜陽韓氏急公仲朋謂韓君曰與國不可恃也豈如因張儀為和於秦哉因賂以名都而南與伐楚是患解於秦而害交於楚也公曰善乃警公仲之行將西和秦楚王聞之懼召陳軫而告之曰韓朋將西和秦今將奈何陳軫曰秦得韓之都一驅其練甲秦韓為一以南鄉楚此秦王之所以廟祠而求也其為楚害必矣王其趣發信臣多其車重其幣以奉韓曰不穀之國雖小卒已悉起願大國之信意於秦也因願大國令使者入境視楚之起卒也
韓非子	十過	韓使人之楚楚王因發車騎陳之下路謂韓使者曰報韓君言弊邑之兵今將入境矣使者還報韓君韓君大悅止公仲公仲曰不可夫以實告我者秦也以名救我者楚也聽楚之虛言而輕誣強秦之實禍則危國之本也韓君弗聽公仲怒而歸十日不朝宜陽益急韓君令使者趣卒於楚冠蓋相望而卒無至者宜陽果拔為諸侯笑故曰內不量力外恃諸侯者則國削之患也
韓非子	十過	奚謂國小無禮昔者晉公子重耳出亡過於曹曹君袒裼而觀之釐負羈與叔瞻侍於前叔瞻謂曹君曰臣觀晉公子非常人也君遇之無禮彼若有時反國而起兵即恐為曹傷君不如殺之曹君弗聽釐負羈歸而不樂其妻問之曰公從外來而有不樂之色何也負羈曰吾聞之有福不及禍來連我今日吾君召晉公子其遇之無禮我與在前吾是以不樂其妻曰吾觀晉公子萬乘之主也其左右從者萬乘之相也今窮而出亡過於曹曹遇之無禮
韓非子	十過	此若反國必誅無禮則曹其首也子奚不先自貳焉負羈曰諾盛黃金於壺充之以餐加璧其上夜令人遺公子公子見使者再拜受其餐而辭其璧公子自曹入楚自楚入秦入秦三年秦穆公召群臣而謀曰昔者晉獻公與寡人交諸侯莫弗聞獻公不幸離群臣出入十年矣嗣子不善吾恐此將令其宗廟不祓除而社稷不血食也如是弗定則非與人交之道吾欲輔重耳而入之晉何如群臣皆曰善公因起卒革車五百乘疇騎二千
韓非子	十過	步卒五萬輔重耳入之于晉立為晉君重耳即位三年舉兵而伐曹矣因令人告曹君曰懸叔瞻而出之我且殺而以為大戮又令人告釐負羈曰軍旅薄城吾知子不違也其表子之閭寡人將以為令令軍勿敢犯曹人聞之率其親戚而保釐負羈之閭者七百餘家此禮之所用也故曹小國也而迫於晉楚之間其君之危猶累卵也而以無禮蒞之此所以絕世也故曰國小無禮不用諫臣則絕世之勢也
韓非子	孤憤	智術之士必遠見而明察不明察不能燭私能法之士必強毅而勁直不勁直不能矯姦人臣循令而從事案法而治官非謂重人也重人也者無令而擅為虧法以利私耗國以便家力能得其君此所為重人也智術之士明察聽用且燭重人之陰情能法之士勁直聽用且矯重人之姦行故智術能法之士用則貴重之臣必在繩之外矣是智法之士與當塗之人不可兩存之仇也
韓非子	孤憤	當塗之人擅事要則外內為之用矣是以諸侯不因則事不應故敵國為之訟百官不因則業不進故群臣為之用郎中不因則不得近主故左右為之匿學士不因則養祿薄禮卑故學士為之談也此四助者邪臣之所以自飾也重人不能忠主而進其仇人主不能越四助而燭察其臣故人主愈弊而大臣愈重凡當塗者之於人主也希不信愛也又且習故若夫即主心同乎好惡固其所自進也官爵貴重朋黨又眾而一國為之訟
韓非子	孤憤	則法術之士欲干上者非有所信愛之親習故之澤也又將以法術之言矯人主阿辟之心是與人主相反也處勢卑賤無黨孤特夫以疏遠與近愛信爭其數不勝也以新旅與習故爭其數不勝也以反主意與同好爭其數不勝也以輕賤與貴重爭其數不勝也以一口與一國爭其數不勝也法術之士操五不勝之勢以歲數而又不得見當塗之人乘五勝之資而旦暮獨說於前故法術之士奚道得進而人主奚時得悟乎故資必不勝而勢不兩存法術之士焉得不危其可以罪過誣者以公法而誅之其不可被以罪過者以私劍而窮之是明法術而逆主上者不僇於吏誅必死於私劍矣
韓非子	孤憤	朋黨比周以弊主言曲以便私者必信於重人矣故其可以功伐借者以官爵貴之其不可借以美名者以外權重之是以弊主上而趨於私門者不顯於官爵必重於外權矣今人主不合參驗而行誅不待見功而爵祿故法術之士安能蒙死亡而進其說姦邪之臣安肯乘利而退其身故主上愈卑私門益尊夫越雖國富兵彊中國之主皆知無益於己也曰非吾所得制也今有國者雖地廣人眾然而人主壅蔽大臣專權是國為越也
韓非子	孤憤	智不類越而不智不類其國不察其類者也人主所以謂齊亡者非地與城亡也呂氏弗制而田氏用之所以謂晉亡者亦非地與城亡也姬氏不制而六卿專之也今大臣執柄獨斷而上弗知收是人主不明也與死人同病者不可生也與亡國同事者不可存也今襲跡於齊晉欲國安存不可得也
韓非子	孤憤	凡法術之難行也不獨萬乘千乘亦然人主之左右不必智也人主於人有所智而聽之因與左右論其言是與愚人論智也人主之左右不必賢也人主於人有所賢而禮之因與左右論其行是與不肖論賢也智者決策於愚人賢士程行於不肖則賢智之士羞而人主之論悖矣人臣之欲得官者其修士且以精絜固身其智士且以治辯進業其修士不能以貨賂事人恃其精潔而更不能以枉法為治則修智之士不事左右不聽請謁矣
韓非子	孤憤	人主之左右行非伯夷也求索不得貨賂不至則精辯之功息而毀誣之言起矣治辯之功制於近習精潔之行決於毀譽則修智之吏廢則人主之明塞矣不以功伐決智行不以參伍審罪過而聽左右近習之言則無能之士在廷而愚污之吏處官矣
韓非子	孤憤	萬乘之患大臣太重千乘之患左右太信此人主之所公患也且人臣有大罪人主有大失臣主之利與相異者也何以明之哉曰主利在有能而任官臣利在無能而得事主利在有勞而爵祿臣利在無功而富貴主利在豪傑使能臣利在朋黨用私是以國地削而私家富主上卑而大臣重故主失勢而臣得國主更稱蕃臣而相室剖符此人臣之所以譎主便私也故當世之重臣主變勢而得固寵者十無二三是其故何也人臣之罪大也
